Orthogroup	Duplications (all)	Duplications (50% support)
OG0002748	10	10
OG0002749	11	11
OG0002750	10	10
OG0002751	9	9
OG0002752	11	11
OG0002753	13	13
OG0002754	11	11
OG0002755	11	11
OG0002756	11	11
OG0002757	11	11
OG0002758	11	11
OG0002759	11	11
OG0002760	11	11
OG0002761	11	11
OG0002762	13	13
OG0002763	11	11
OG0002764	13	13
OG0002765	10	10
OG0002766	13	13
OG0002767	13	13
OG0002768	13	13
OG0002769	11	11
OG0002770	11	11
OG0002771	11	11
OG0002772	13	13
OG0002773	14	14
OG0002774	11	11
OG0002775	11	11
OG0002776	13	13
OG0002777	10	9
OG0002778	10	10
OG0002779	14	14
OG0002780	13	13
OG0002781	11	11
OG0002782	11	10
OG0002783	11	11
OG0002784	14	14
OG0002785	10	10
OG0002786	15	15
OG0002787	15	15
OG0002788	15	15
OG0002789	15	15
OG0002790	11	11
OG0002791	15	15
OG0002792	16	16
OG0002793	16	16
OG0002794	16	16
OG0002795	16	16
OG0002796	16	16
OG0002797	16	16
OG0002798	9	9
OG0002799	9	9
OG0002800	9	9
OG0002801	15	15
OG0002802	9	9
OG0002803	9	9
OG0002804	9	9
OG0002805	13	13
OG0002806	9	9
OG0002807	9	9
OG0002808	15	15
OG0002809	9	9
OG0002810	9	9
OG0002811	15	15
OG0002812	9	9
OG0002813	11	11
OG0002814	9	8
OG0002815	9	9
OG0002816	15	15
OG0002817	12	12
OG0002818	9	9
OG0002819	7	7
OG0002820	8	8
OG0002821	15	15
OG0002822	9	9
OG0002823	9	9
OG0002824	9	9
OG0002825	7	7
OG0002826	11	11
OG0002827	11	11
OG0002828	9	9
OG0002829	9	9
OG0002830	9	9
OG0002831	9	9
OG0002832	9	9
OG0002833	9	9
OG0002834	8	8
OG0002835	6	4
OG0002836	7	7
OG0002837	13	13
OG0002838	8	8
OG0002839	10	10
OG0002840	6	6
OG0002841	9	9
OG0002842	9	9
OG0002843	9	9
OG0002844	9	9
OG0002845	9	9
OG0002846	8	8
OG0002847	9	9
OG0002848	7	7
OG0002849	8	8
OG0002850	9	9
OG0002851	9	9
OG0002852	15	15
OG0002853	9	9
OG0002854	9	9
OG0002855	9	9
OG0002856	9	9
OG0002857	9	9
OG0002858	9	9
OG0002859	6	6
OG0002860	9	9
OG0002861	9	8
OG0002862	9	9
OG0002863	7	7
OG0002864	11	11
OG0002865	9	9
OG0002866	10	10
OG0002867	9	9
OG0002868	9	9
OG0002869	9	9
OG0002870	8	7
OG0002871	14	14
OG0002872	9	9
OG0002873	9	9
OG0002874	9	9
OG0002875	9	9
OG0002876	10	10
OG0002877	9	9
OG0002878	8	8
OG0002879	9	9
OG0002880	11	11
OG0002881	9	9
OG0002882	9	9
OG0002883	9	9
OG0002884	11	11
OG0002885	9	9
OG0002886	11	11
OG0002887	11	11
OG0002888	9	9
OG0002889	9	9
OG0002890	9	9
OG0002891	9	9
OG0002892	10	10
OG0002893	9	9
OG0002894	8	8
OG0002895	9	9
OG0002896	9	9
OG0002897	9	9
OG0002898	9	9
OG0002899	9	9
OG0002900	12	11
OG0002901	9	9
OG0002902	10	10
OG0002903	10	10
OG0002904	4	4
OG0002905	9	9
OG0002906	9	9
OG0002907	9	9
OG0002908	9	9
OG0002909	9	9
OG0002910	9	9
OG0002911	9	9
OG0002912	13	13
OG0002913	9	9
OG0002914	7	6
OG0002915	8	8
OG0002916	9	9
OG0002917	9	9
OG0002918	9	9
OG0002919	9	9
OG0002920	11	11
OG0002921	9	9
OG0002922	9	9
OG0002923	9	9
OG0002924	9	9
OG0002925	9	9
OG0002926	9	9
OG0002927	9	9
OG0002928	9	9
OG0002929	9	9
OG0002930	11	11
OG0002931	9	9
OG0002932	9	9
OG0002933	9	9
OG0002934	9	9
OG0002935	9	9
OG0002936	9	9
OG0002937	9	9
OG0002938	9	9
OG0002939	9	9
OG0002940	9	9
OG0002941	9	9
OG0002942	9	9
OG0002943	9	9
OG0002944	9	9
OG0002945	9	9
OG0002946	9	9
OG0002947	9	9
OG0002948	8	8
OG0002949	9	9
OG0002950	10	10
OG0002951	9	7
OG0002952	9	9
OG0002953	6	6
OG0002954	9	9
OG0002955	9	8
OG0002956	9	9
OG0002957	9	9
OG0002958	9	9
OG0002959	9	9
OG0002960	9	9
OG0002961	9	9
OG0002962	9	9
OG0002963	9	9
OG0002964	9	9
OG0002965	9	9
OG0002966	10	10
OG0002967	9	9
OG0002968	6	6
OG0002969	6	6
OG0002970	9	9
OG0002971	9	9
OG0002972	9	9
OG0002973	9	9
OG0002974	9	9
OG0002975	7	7
OG0002976	7	7
OG0002977	9	9
OG0002978	9	9
OG0002979	9	9
OG0002980	9	9
OG0002981	7	7
OG0002982	8	8
OG0002983	9	9
OG0002984	9	9
OG0002985	7	7
OG0002986	9	9
OG0002987	8	8
OG0002988	8	8
OG0002989	7	7
OG0002990	9	9
OG0002991	10	10
OG0002992	9	9
OG0002993	9	9
OG0002994	9	9
OG0002995	9	9
OG0002996	9	9
OG0002997	9	9
OG0002998	9	9
OG0002999	9	9
OG0003000	7	7
OG0003001	9	9
OG0003002	9	9
OG0003003	9	9
OG0003004	9	9
OG0003005	9	9
OG0003006	9	9
OG0003007	11	11
OG0003008	9	9
OG0003009	8	8
OG0003010	9	9
OG0003011	9	9
OG0003012	9	9
OG0003013	9	9
OG0003014	7	7
OG0003015	11	11
OG0003016	9	9
OG0003017	9	9
OG0003018	9	9
OG0003019	9	9
OG0003020	9	9
OG0003021	9	9
OG0003022	11	11
OG0003023	9	9
OG0003024	8	8
OG0003025	9	9
OG0003026	8	7
OG0003027	9	9
OG0003028	9	9
OG0003029	9	9
OG0003030	12	12
OG0003031	8	8
OG0003032	9	9
OG0003033	10	10
OG0003034	9	9
OG0003035	9	9
OG0003036	9	9
OG0003037	9	9
OG0003038	9	9
OG0003039	8	8
OG0003040	8	8
OG0003041	8	7
OG0003042	9	9
OG0003043	8	8
OG0003044	9	9
OG0003045	9	9
OG0003046	9	9
OG0003047	9	9
OG0003048	10	10
OG0003049	9	9
OG0003050	8	8
OG0003051	9	9
OG0003052	9	9
OG0003053	11	11
OG0003054	10	10
OG0003055	10	10
OG0003056	10	10
OG0003057	12	12
OG0003058	12	12
OG0003059	12	12
OG0003060	12	12
OG0003061	13	13
OG0003062	10	10
OG0003063	13	13
OG0003064	10	10
OG0003065	12	12
OG0003066	10	10
OG0003067	11	11
OG0003068	10	10
OG0003069	13	13
OG0003070	10	10
OG0003071	10	10
OG0003072	10	10
OG0003073	12	12
OG0003074	12	12
OG0003075	11	11
OG0003076	10	10
OG0003077	10	10
OG0003078	10	10
OG0003079	10	10
OG0003080	10	10
OG0003081	11	11
OG0003082	10	10
OG0003083	12	12
OG0003084	10	10
OG0003085	10	10
OG0003086	11	11
OG0003087	11	11
OG0003088	12	12
OG0003089	12	12
OG0003090	11	11
OG0003091	11	11
OG0003092	10	10
OG0003093	8	8
OG0003094	12	12
OG0003095	12	12
OG0003096	6	6
OG0003097	10	10
OG0003098	10	10
OG0003099	11	11
OG0003100	11	11
OG0003101	10	10
OG0003102	12	12
OG0003103	9	9
OG0003104	13	13
OG0003105	15	15
OG0003106	14	14
OG0003107	14	14
OG0003108	13	13
OG0003109	13	13
OG0003110	15	15
OG0003111	15	15
OG0003112	15	15
OG0003113	15	15
OG0003114	15	15
OG0003115	15	15
OG0003116	15	15
OG0003117	15	15
OG0003118	15	15
OG0003119	15	15
OG0003120	8	8
OG0003121	8	8
OG0003122	11	11
OG0003123	8	8
OG0003124	10	10
OG0003125	8	8
OG0003126	8	8
OG0003127	11	11
OG0003128	14	14
OG0003129	8	8
OG0003130	13	13
OG0003131	8	8
OG0003132	8	8
OG0003133	8	8
OG0003134	12	12
OG0003135	8	8
OG0003136	14	14
OG0003137	12	12
OG0003138	9	9
OG0003139	8	8
OG0003140	8	8
OG0003141	3	2
OG0003142	8	8
OG0003143	8	8
OG0003144	14	14
OG0003145	8	8
OG0003146	8	8
OG0003147	8	8
OG0003148	8	8
OG0003149	8	8
OG0003150	8	8
OG0003151	9	9
OG0003152	8	8
OG0003153	9	9
OG0003154	10	10
OG0003155	14	14
OG0003156	10	10
OG0003157	9	9
OG0003158	8	8
OG0003159	8	8
OG0003160	8	8
OG0003161	8	8
OG0003162	8	8
OG0003163	8	8
OG0003164	10	10
OG0003165	8	8
OG0003166	8	8
OG0003167	8	8
OG0003168	8	6
OG0003169	8	8
OG0003170	7	7
OG0003171	8	8
OG0003172	8	8
OG0003173	8	8
OG0003174	8	7
OG0003175	8	8
OG0003176	8	8
OG0003177	8	7
OG0003178	8	8
OG0003179	8	8
OG0003180	8	8
OG0003181	9	9
OG0003182	8	8
OG0003183	8	8
OG0003184	10	10
OG0003185	8	8
OG0003186	8	8
OG0003187	6	6
OG0003188	8	8
OG0003189	8	8
OG0003190	8	8
OG0003191	8	8
OG0003192	11	11
OG0003193	10	10
OG0003194	8	8
OG0003195	8	8
OG0003196	8	8
OG0003197	8	7
OG0003198	10	10
OG0003199	8	8
OG0003200	8	8
OG0003201	8	8
OG0003202	8	7
OG0003203	8	8
OG0003204	9	9
OG0003205	7	7
OG0003206	8	8
OG0003207	7	7
OG0003208	8	8
OG0003209	8	8
OG0003210	8	8
OG0003211	9	9
OG0003212	5	5
OG0003213	6	5
OG0003214	8	8
OG0003215	8	8
OG0003216	8	8
OG0003217	8	8
OG0003218	8	8
OG0003219	8	8
OG0003220	7	7
OG0003221	8	8
OG0003222	14	14
OG0003223	8	8
OG0003224	8	8
OG0003225	10	10
OG0003226	6	6
OG0003227	8	8
OG0003228	8	8
OG0003229	8	8
OG0003230	8	8
OG0003231	8	8
OG0003232	8	8
OG0003233	8	8
OG0003234	10	10
OG0003235	8	8
OG0003236	8	8
OG0003237	7	7
OG0003238	8	8
OG0003239	8	8
OG0003240	8	8
OG0003241	5	5
OG0003242	8	8
OG0003243	8	8
OG0003244	8	8
OG0003245	8	8
OG0003246	8	8
OG0003247	8	8
OG0003248	4	3
OG0003249	8	8
OG0003250	8	8
OG0003251	8	8
OG0003252	8	8
OG0003253	8	8
OG0003254	8	8
OG0003255	8	8
OG0003256	8	8
OG0003257	8	8
OG0003258	8	8
OG0003259	8	8
OG0003260	8	8
OG0003261	8	8
OG0003262	8	8
OG0003263	8	8
OG0003264	8	8
OG0003265	10	10
OG0003266	10	10
OG0003267	8	8
OG0003268	8	8
OG0003269	8	8
OG0003270	8	8
OG0003271	14	14
OG0003272	8	8
OG0003273	8	8
OG0003274	8	8
OG0003275	8	8
OG0003276	8	8
OG0003277	14	14
OG0003278	8	8
OG0003279	8	8
OG0003280	7	7
OG0003281	8	8
OG0003282	7	7
OG0003283	8	8
OG0003284	8	8
OG0003285	8	8
OG0003286	9	9
OG0003287	8	8
OG0003288	8	8
OG0003289	8	8
OG0003290	8	8
OG0003291	8	8
OG0003292	8	8
OG0003293	8	8
OG0003294	8	8
OG0003295	5	5
OG0003296	9	9
OG0003297	10	10
OG0003298	8	8
OG0003299	8	8
OG0003300	7	7
OG0003301	8	8
OG0003302	8	8
OG0003303	8	8
OG0003304	8	8
OG0003305	8	8
OG0003306	8	8
OG0003307	8	8
OG0003308	8	8
OG0003309	8	8
OG0003310	8	8
OG0003311	12	12
OG0003312	8	8
OG0003313	8	8
OG0003314	8	8
OG0003315	8	8
OG0003316	10	10
OG0003317	8	8
OG0003318	8	8
OG0003319	8	8
OG0003320	8	8
OG0003321	8	8
OG0003322	8	8
OG0003323	8	8
OG0003324	8	8
OG0003325	8	8
OG0003326	8	8
OG0003327	8	8
OG0003328	10	10
OG0003329	8	8
OG0003330	8	8
OG0003331	8	8
OG0003332	8	8
OG0003333	8	8
OG0003334	7	7
OG0003335	8	8
OG0003336	8	8
OG0003337	8	8
OG0003338	7	6
OG0003339	8	8
OG0003340	8	8
OG0003341	8	8
OG0003342	8	8
OG0003343	8	8
OG0003344	8	8
OG0003345	8	8
OG0003346	9	9
OG0003347	8	8
OG0003348	10	10
OG0003349	9	9
OG0003350	8	8
OG0003351	8	8
OG0003352	8	8
OG0003353	7	7
OG0003354	8	8
OG0003355	8	8
OG0003356	7	7
OG0003357	8	8
OG0003358	8	8
OG0003359	9	9
OG0003360	8	8
OG0003361	7	7
OG0003362	8	8
OG0003363	6	6
OG0003364	8	8
OG0003365	8	8
OG0003366	8	8
OG0003367	4	3
OG0003368	8	8
OG0003369	8	8
OG0003370	10	10
OG0003371	8	8
OG0003372	7	7
OG0003373	8	8
OG0003374	7	7
OG0003375	8	8
OG0003376	8	8
OG0003377	8	8
OG0003378	8	8
OG0003379	8	8
OG0003380	8	8
OG0003381	8	8
OG0003382	8	8
OG0003383	8	8
OG0003384	8	8
OG0003385	8	8
OG0003386	8	8
OG0003387	8	8
OG0003388	8	8
OG0003389	8	8
OG0003390	8	8
OG0003391	8	8
OG0003392	8	8
OG0003393	8	8
OG0003394	8	8
OG0003395	8	8
OG0003396	8	8
OG0003397	8	8
OG0003398	8	8
OG0003399	8	8
OG0003400	8	8
OG0003401	8	8
OG0003402	8	8
OG0003403	8	8
OG0003404	8	8
OG0003405	8	8
OG0003406	10	10
OG0003407	8	8
OG0003408	8	8
OG0003409	8	8
OG0003410	8	8
OG0003411	8	8
OG0003412	5	5
OG0003413	12	12
OG0003414	8	8
OG0003415	11	11
OG0003416	10	10
OG0003417	8	8
OG0003418	8	8
OG0003419	11	11
OG0003420	10	10
OG0003421	9	9
OG0003422	9	9
OG0003423	9	9
OG0003424	9	9
OG0003425	6	6
OG0003426	9	9
OG0003427	11	11
OG0003428	11	11
OG0003429	10	10
OG0003430	11	11
OG0003431	11	11
OG0003432	9	7
OG0003433	10	10
OG0003434	9	9
OG0003435	11	11
OG0003436	11	11
OG0003437	11	11
OG0003438	9	9
OG0003439	11	11
OG0003440	11	11
OG0003441	11	11
OG0003442	9	9
OG0003443	9	9
OG0003444	10	10
OG0003445	12	12
OG0003446	9	9
OG0003447	9	9
OG0003448	9	8
OG0003449	9	9
OG0003450	9	9
OG0003451	12	12
OG0003452	11	11
OG0003453	10	10
OG0003454	12	12
OG0003455	12	12
OG0003456	9	9
OG0003457	11	11
OG0003458	9	9
OG0003459	11	11
OG0003460	9	9
OG0003461	9	9
OG0003462	11	11
OG0003463	8	8
OG0003464	6	6
OG0003465	10	10
OG0003466	13	13
OG0003467	14	14
OG0003468	13	13
OG0003469	14	14
OG0003470	13	13
OG0003471	12	12
OG0003472	14	14
OG0003473	14	14
OG0003474	14	14
OG0003475	14	14
OG0003476	14	14
OG0003477	14	14
OG0003478	7	7
OG0003479	7	7
OG0003480	7	7
OG0003481	7	7
OG0003482	7	7
OG0003483	7	7
OG0003484	7	7
OG0003485	7	7
OG0003486	9	8
OG0003487	7	7
OG0003488	11	10
OG0003489	10	10
OG0003490	4	4
OG0003491	7	7
OG0003492	7	7
OG0003493	5	5
OG0003494	12	12
OG0003495	3	3
OG0003496	8	8
OG0003497	6	6
OG0003498	7	7
OG0003499	7	5
OG0003500	7	7
OG0003501	7	7
OG0003502	7	7
OG0003503	7	7
OG0003504	6	6
OG0003505	12	12
OG0003506	7	7
OG0003507	7	7
OG0003508	9	9
OG0003509	7	7
OG0003510	11	11
OG0003511	13	13
OG0003512	7	7
OG0003513	7	7
OG0003514	7	7
OG0003515	7	7
OG0003516	7	7
OG0003517	7	7
OG0003518	11	11
OG0003519	7	7
OG0003520	7	7
OG0003521	8	8
OG0003522	7	7
OG0003523	7	7
OG0003524	13	13
OG0003525	9	9
OG0003526	7	7
OG0003527	3	2
OG0003528	7	7
OG0003529	7	7
OG0003530	8	8
OG0003531	7	7
OG0003532	7	7
OG0003533	7	7
OG0003534	7	7
OG0003535	13	13
OG0003536	7	7
OG0003537	7	7
OG0003538	7	7
OG0003539	9	9
OG0003540	7	7
OG0003541	7	7
OG0003542	7	7
OG0003543	7	7
OG0003544	6	6
OG0003545	7	7
OG0003546	7	7
OG0003547	7	7
OG0003548	7	7
OG0003549	6	6
OG0003550	7	7
OG0003551	9	9
OG0003552	7	7
OG0003553	10	10
OG0003554	9	9
OG0003555	7	7
OG0003556	7	7
OG0003557	7	7
OG0003558	12	12
OG0003559	7	7
OG0003560	7	7
OG0003561	7	7
OG0003562	6	6
OG0003563	7	7
OG0003564	9	9
OG0003565	7	7
OG0003566	7	7
OG0003567	7	7
OG0003568	9	9
OG0003569	7	7
OG0003570	7	7
OG0003571	7	7
OG0003572	7	5
OG0003573	8	8
OG0003574	7	7
OG0003575	7	7
OG0003576	7	7
OG0003577	7	7
OG0003578	9	9
OG0003579	7	7
OG0003580	7	7
OG0003581	7	7
OG0003582	4	4
OG0003583	13	13
OG0003584	7	7
OG0003585	7	7
OG0003586	7	7
OG0003587	7	6
OG0003588	7	7
OG0003589	7	7
OG0003590	8	8
OG0003591	7	7
OG0003592	7	7
OG0003593	7	7
OG0003594	12	12
OG0003595	7	7
OG0003596	7	7
OG0003597	7	7
OG0003598	7	7
OG0003599	7	7
OG0003600	5	4
OG0003601	7	7
OG0003602	7	7
OG0003603	7	7
OG0003604	7	7
OG0003605	7	7
OG0003606	7	7
OG0003607	7	7
OG0003608	4	4
OG0003609	7	7
OG0003610	7	7
OG0003611	7	7
OG0003612	7	7
OG0003613	11	11
OG0003614	7	7
OG0003615	4	4
OG0003616	4	4
OG0003617	7	7
OG0003618	9	9
OG0003619	7	7
OG0003620	7	7
OG0003621	7	7
OG0003622	7	7
OG0003623	7	7
OG0003624	7	7
OG0003625	7	7
OG0003626	7	7
OG0003627	7	7
OG0003628	7	7
OG0003629	5	5
OG0003630	7	7
OG0003631	7	7
OG0003632	7	7
OG0003633	6	6
OG0003634	7	7
OG0003635	7	7
OG0003636	9	9
OG0003637	7	7
OG0003638	7	7
OG0003639	7	7
OG0003640	13	13
OG0003641	7	7
OG0003642	7	7
OG0003643	7	7
OG0003644	7	7
OG0003645	7	7
OG0003646	7	7
OG0003647	7	7
OG0003648	7	7
OG0003649	7	7
OG0003650	7	7
OG0003651	7	7
OG0003652	9	9
OG0003653	7	7
OG0003654	9	9
OG0003655	9	9
OG0003656	7	7
OG0003657	7	7
OG0003658	7	7
OG0003659	7	7
OG0003660	7	7
OG0003661	9	9
OG0003662	7	7
OG0003663	7	7
OG0003664	7	7
OG0003665	7	7
OG0003666	6	5
OG0003667	7	7
OG0003668	7	7
OG0003669	8	8
OG0003670	7	7
OG0003671	7	7
OG0003672	6	6
OG0003673	7	7
OG0003674	8	8
OG0003675	8	8
OG0003676	13	13
OG0003677	7	7
OG0003678	7	7
OG0003679	7	7
OG0003680	9	9
OG0003681	8	8
OG0003682	7	7
OG0003683	7	7
OG0003684	7	7
OG0003685	7	7
OG0003686	7	7
OG0003687	7	7
OG0003688	7	7
OG0003689	10	10
OG0003690	7	7
OG0003691	7	7
OG0003692	7	7
OG0003693	7	7
OG0003694	7	7
OG0003695	7	7
OG0003696	7	7
OG0003697	7	7
OG0003698	7	7
OG0003699	8	8
OG0003700	9	9
OG0003701	7	7
OG0003702	7	7
OG0003703	7	7
OG0003704	6	6
OG0003705	7	7
OG0003706	9	7
OG0003707	7	7
OG0003708	7	7
OG0003709	7	6
OG0003710	7	7
OG0003711	7	7
OG0003712	7	7
OG0003713	7	7
OG0003714	7	7
OG0003715	7	7
OG0003716	7	7
OG0003717	7	7
OG0003718	7	7
OG0003719	7	7
OG0003720	7	7
OG0003721	5	5
OG0003722	7	7
OG0003723	8	8
OG0003724	6	6
OG0003725	7	7
OG0003726	7	7
OG0003727	7	7
OG0003728	10	10
OG0003729	7	7
OG0003730	8	8
OG0003731	7	7
OG0003732	7	7
OG0003733	7	7
OG0003734	7	7
OG0003735	7	7
OG0003736	7	7
OG0003737	7	7
OG0003738	10	10
OG0003739	7	7
OG0003740	7	7
OG0003741	7	7
OG0003742	7	7
OG0003743	7	7
OG0003744	7	7
OG0003745	7	7
OG0003746	7	7
OG0003747	7	7
OG0003748	7	7
OG0003749	7	7
OG0003750	7	7
OG0003751	9	9
OG0003752	7	7
OG0003753	6	5
OG0003754	7	7
OG0003755	7	7
OG0003756	7	7
OG0003757	6	6
OG0003758	7	7
OG0003759	7	7
OG0003760	7	7
OG0003761	7	7
OG0003762	7	7
OG0003763	7	7
OG0003764	7	7
OG0003765	7	7
OG0003766	7	7
OG0003767	7	7
OG0003768	7	7
OG0003769	7	7
OG0003770	7	7
OG0003771	7	7
OG0003772	7	7
OG0003773	6	5
OG0003774	7	7
OG0003775	7	7
OG0003776	9	9
OG0003777	7	7
OG0003778	7	7
OG0003779	7	7
OG0003780	9	9
OG0003781	7	7
OG0003782	7	7
OG0003783	7	7
OG0003784	6	6
OG0003785	11	11
OG0003786	6	6
OG0003787	7	7
OG0003788	7	7
OG0003789	8	8
OG0003790	7	7
OG0003791	7	7
OG0003792	6	5
OG0003793	7	7
OG0003794	9	9
OG0003795	7	7
OG0003796	7	7
OG0003797	7	7
OG0003798	7	7
OG0003799	7	7
OG0003800	7	7
OG0003801	9	9
OG0003802	7	7
OG0003803	7	7
OG0003804	7	6
OG0003805	8	8
OG0003806	7	7
OG0003807	7	7
OG0003808	7	7
OG0003809	7	7
OG0003810	7	6
OG0003811	7	7
OG0003812	7	7
OG0003813	7	7
OG0003814	7	7
OG0003815	7	7
OG0003816	7	7
OG0003817	8	8
OG0003818	7	7
OG0003819	7	7
OG0003820	6	6
OG0003821	7	7
OG0003822	7	7
OG0003823	7	7
OG0003824	7	7
OG0003825	7	7
OG0003826	12	12
OG0003827	10	10
OG0003828	10	10
OG0003829	10	9
OG0003830	13	13
OG0003831	10	10
OG0003832	8	8
OG0003833	7	7
OG0003834	8	8
OG0003835	8	8
OG0003836	9	9
OG0003837	8	8
OG0003838	8	8
OG0003839	10	10
OG0003840	13	13
OG0003841	10	10
OG0003842	11	11
OG0003843	11	11
OG0003844	9	9
OG0003845	6	6
OG0003846	11	11
OG0003847	8	8
OG0003848	8	8
OG0003849	8	8
OG0003850	11	11
OG0003851	8	8
OG0003852	10	10
OG0003853	10	10
OG0003854	10	10
OG0003855	9	9
OG0003856	9	9
OG0003857	8	8
OG0003858	8	8
OG0003859	11	11
OG0003860	10	10
OG0003861	8	8
OG0003862	8	8
OG0003863	8	8
OG0003864	8	8
OG0003865	8	8
OG0003866	8	8
OG0003867	8	8
OG0003868	8	8
OG0003869	9	9
OG0003870	8	8
OG0003871	11	11
OG0003872	7	7
OG0003873	10	10
OG0003874	10	10
OG0003875	8	8
OG0003876	8	8
OG0003877	9	9
OG0003878	8	8
OG0003879	8	8
OG0003880	8	8
OG0003881	10	10
OG0003882	8	8
OG0003883	8	8
OG0003884	10	10
OG0003885	11	11
OG0003886	10	10
OG0003887	10	10
OG0003888	11	11
OG0003889	9	9
OG0003890	10	10
OG0003891	9	9
OG0003892	10	10
OG0003893	10	10
OG0003894	6	6
OG0003895	8	8
OG0003896	10	10
OG0003897	13	13
OG0003898	11	11
OG0003899	11	11
OG0003900	12	12
OG0003901	9	9
OG0003902	9	9
OG0003903	13	13
OG0003904	13	13
OG0003905	12	12
OG0003906	12	12
OG0003907	12	12
OG0003908	12	12
OG0003909	12	12
OG0003910	12	12
OG0003911	12	12
OG0003912	11	11
OG0003913	11	11
OG0003914	12	12
OG0003915	12	12
OG0003916	13	13
OG0003917	13	13
OG0003918	12	12
OG0003919	13	13
OG0003920	13	13
OG0003921	13	13
OG0003922	13	13
OG0003923	13	13
OG0003924	13	13
OG0003925	13	13
OG0003926	7	7
OG0003927	12	12
OG0003928	12	12
OG0003929	6	6
OG0003930	6	6
OG0003931	12	12
OG0003932	11	11
OG0003933	6	6
OG0003934	6	6
OG0003935	6	6
OG0003936	6	6
OG0003937	6	6
OG0003938	6	6
OG0003939	6	6
OG0003940	6	6
OG0003941	6	6
OG0003942	6	6
OG0003943	6	6
OG0003944	6	6
OG0003945	6	6
OG0003946	6	6
OG0003947	12	12
OG0003948	6	6
OG0003949	12	12
OG0003950	6	6
OG0003951	6	6
OG0003952	6	6
OG0003953	6	6
OG0003954	6	6
OG0003955	6	6
OG0003956	11	11
OG0003957	6	6
OG0003958	8	8
OG0003959	6	6
OG0003960	6	6
OG0003961	6	6
OG0003962	8	8
OG0003963	6	6
OG0003964	6	6
OG0003965	6	6
OG0003966	6	6
OG0003967	7	7
OG0003968	6	6
OG0003969	11	11
OG0003970	6	6
OG0003971	6	6
OG0003972	6	6
OG0003973	6	6
OG0003974	6	6
OG0003975	6	6
OG0003976	6	6
OG0003977	6	6
OG0003978	6	6
OG0003979	6	6
OG0003980	6	6
OG0003981	8	8
OG0003982	6	6
OG0003983	9	8
OG0003984	6	6
OG0003985	6	6
OG0003986	6	6
OG0003987	10	10
OG0003988	6	6
OG0003989	5	5
OG0003990	6	6
OG0003991	6	6
OG0003992	7	7
OG0003993	6	6
OG0003994	6	6
OG0003995	6	6
OG0003996	6	6
OG0003997	8	8
OG0003998	8	8
OG0003999	12	12
OG0004000	7	7
OG0004001	7	7
OG0004002	6	6
OG0004003	6	6
OG0004004	6	6
OG0004005	6	6
OG0004006	6	6
OG0004007	7	7
OG0004008	6	6
OG0004009	6	6
OG0004010	6	6
OG0004011	6	6
OG0004012	12	12
OG0004013	6	6
OG0004014	5	5
OG0004015	5	5
OG0004016	11	11
OG0004017	4	4
OG0004018	6	6
OG0004019	6	6
OG0004020	8	8
OG0004021	6	6
OG0004022	6	6
OG0004023	6	6
OG0004024	5	5
OG0004025	6	6
OG0004026	6	6
OG0004027	6	6
OG0004028	6	6
OG0004029	6	6
OG0004030	8	8
OG0004031	5	5
OG0004032	6	6
OG0004033	5	3
OG0004034	8	8
OG0004035	6	6
OG0004036	6	6
OG0004037	6	6
OG0004038	6	6
OG0004039	6	6
OG0004040	5	5
OG0004041	3	3
OG0004042	6	6
OG0004043	6	6
OG0004044	6	6
OG0004045	6	6
OG0004046	6	6
OG0004047	6	6
OG0004048	6	6
OG0004049	6	6
OG0004050	6	6
OG0004051	6	6
OG0004052	6	6
OG0004053	6	6
OG0004054	5	5
OG0004055	6	6
OG0004056	6	6
OG0004057	8	8
OG0004058	6	6
OG0004059	6	6
OG0004060	6	6
OG0004061	12	12
OG0004062	8	8
OG0004063	8	8
OG0004064	6	6
OG0004065	6	6
OG0004066	7	7
OG0004067	6	6
OG0004068	6	6
OG0004069	6	6
OG0004070	6	6
OG0004071	6	6
OG0004072	8	8
OG0004073	6	6
OG0004074	6	6
OG0004075	6	6
OG0004076	6	6
OG0004077	6	6
OG0004078	6	6
OG0004079	7	7
OG0004080	6	6
OG0004081	8	8
OG0004082	12	12
OG0004083	6	6
OG0004084	6	6
OG0004085	6	6
OG0004086	6	6
OG0004087	6	6
OG0004088	8	8
OG0004089	6	6
OG0004090	5	5
OG0004091	6	6
OG0004092	6	6
OG0004093	6	6
OG0004094	7	7
OG0004095	6	6
OG0004096	8	8
OG0004097	6	6
OG0004098	6	6
OG0004099	6	6
OG0004100	6	6
OG0004101	6	6
OG0004102	6	6
OG0004103	6	6
OG0004104	6	6
OG0004105	6	6
OG0004106	6	6
OG0004107	6	6
OG0004108	9	9
OG0004109	6	6
OG0004110	12	12
OG0004111	6	6
OG0004112	6	6
OG0004113	6	6
OG0004114	12	12
OG0004115	5	5
OG0004116	6	6
OG0004117	6	6
OG0004118	6	6
OG0004119	6	6
OG0004120	12	12
OG0004121	6	5
OG0004122	4	4
OG0004123	7	7
OG0004124	6	6
OG0004125	5	4
OG0004126	6	6
OG0004127	10	10
OG0004128	6	6
OG0004129	6	6
OG0004130	6	6
OG0004131	6	6
OG0004132	8	8
OG0004133	6	6
OG0004134	6	6
OG0004135	5	5
OG0004136	6	6
OG0004137	3	1
OG0004138	6	6
OG0004139	6	6
OG0004140	6	6
OG0004141	6	6
OG0004142	6	6
OG0004143	6	6
OG0004144	6	6
